Lambda,Avg_Diversity,Std_Diversity,Avg_NDCG,Std_NDCG
0.0,0.4844444444444445,0.19136933459209765,0.13918985618608187,0.13245648601969714
0.3,0.4844444444444445,0.19136933459209765,0.13918985618608187,0.13245648601969714
0.5,0.4844444444444445,0.19136933459209765,0.13918985618608187,0.13245648601969714
0.7,0.3022222222222222,0.1345132973370805,0.15080387349477126,0.14709030689415736
1.0,0.11111111111111112,0.14470062752088628,0.12957290711399932,0.13354891768145324
